1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0|0|0|False|False
1|0.1190331|0|-0.2061714|False|False
1|0.4780345|0|-0.8279802|False|False
1|0.4780345|0|-0.8279802|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4999999|0|-0.8660255|False|False
1|0.4628462|0|-0.8874762|False|False
1|0.3724642|0|-0.9396583|False|False
1|0.3305687|0|-0.9638466|False|False
1|0.2666487|0|-1.000751|False|False
1|0.2137573|0|-1.031288|False|False
1|0.163052|0|-1.060562|False|False
1|0.1365899|0|-1.07584|False|False
